E_GRB,T_90,E_aft,t_dec,t_jet_break,d,theta,beta,snr
2.1464229510757557e+53,20.89213673451919,5.74795813187416e+51,416.51134561013714,17217.163474404293,1956275816.8101764,1.2103600451625747,0.9496490421151103,0.003051459547674211
6.47442554440802e+48,1.4421966240550061,4.3494744967736686e+55,0.041763358719643554,140394.39727992268,59631739.32308297,1.4693489426014115,0.9246766564854977,0.0069357285320396055
7.166673090638162e+48,119.97039467024192,8.687043057860657e+51,1.4499955657575205,10723.370555038991,86377322.20199782,1.1088983719975671,0.9213794975734385,1.5496642067949808e-05
1.7883001788333248e+53,0.3496703251016726,2.9257850207416077e+55,12.136427065375852,207361.00399379947,710717311.7567968,1.2813019628268232,0.9978592434276509,0.00797832615294007
6.584247545311542e+51,9.670728855743715,6.8467159183739575e+50,0.01768965706188703,456456.2650635457,6488031429.276792,1.238128461341341,0.9575941623402382,2.9507155654298946e-05
1.1850311959400649e+48,5.755645709694289,3.6810351813125157e+53,994.4521334567728,48748.315928797994,211244869.96715927,1.4408331267944623,0.9322194957420153,5.0588178258421164e-05
7.391475457648143e+46,50.85793136043807,1.2397932745101557e+55,93.69265756870091,44994.89581830222,48509679.36069593,1.1431662422842566,0.9690801708006197,0.010556461451788676
5.9379035397573596e+50,1.2516770278996148,2.0700293995047842e+52,0.12460275992583718,551829.7593505761,1711532022.6333477,1.564639455821709,0.9426241174823564,7.677580070665285e-06
1.9829554754306483e+54,219.38862224972024,8.80115217585776e+53,20.322914468317563,105769.96420553059,2552851577.070562,1.0148128722893595,0.9104603659942572,0.0062923121013517555
1.1489890855717393e+50,0.2186832326169759,2.9110779692698682e+50,0.574243755975448,23485.18014604682,364187917.75631416,1.398875571682269,0.9868432995177484,8.888106863465226e-06
2.7071089241367454e+50,235.60088930268054,2.397701944784033e+55,241.45020324883453,282082.4054722385,1444740853.157939,1.4917441608596305,0.9078512762177572,7.477534203501842e-05
8.408110445294892e+53,0.23637428094065693,1.5996688335188976e+52,0.023667714680666835,82501.11312066804,40507909.31095698,1.1610456337489397,0.9832096350925511,0.6873543104427905
7.479285547941571e+50,41.334275667251774,3.037032844642052e+53,3.5193727079148087,11786.566062707025,429419611.3894232,1.3289293477343296,0.971862107836638,0.00010821817349248066
5.874058654376717e+46,1.0154381477140604,1.2693256492916456e+51,1.6243247644870895,197360.69083371974,3042669802.9446964,1.0417062175249967,0.9461108380805621,3.872773710593386e-09
9.000803754936402e+47,8.988929079047923,3.8636418264221043e+52,0.22861764083580732,129499.56126101954,837999728.2685778,1.2982586252381443,0.9611584624058395,5.871805627310748e-07
8.682169850341036e+51,5.340141857408408,1.0298134828051877e+55,37.25766514686539,18673.391412146007,102952880.98078771,1.0691310859218275,0.9349232295539188,0.00968547999180999
7.24319052430477e+52,147.34453041715753,5.47017346961094e+50,0.059267936615875046,30976.747209956568,178312655.14058083,1.4444525215853539,0.9179597532888395,0.004240585943568237
